Name,Email,Phone,City,State,Zip
"Perfect Unions Animal Rescue Foundation, Inc.",skytech200@sopris.net,970-274-1690,"New Castle",CO,81647
"Pet Rescue Resource",dreamingalong@gmail.com,303-888-3189 cell/303-660-3644 home (try first),"Franktown",CO,80116
"Planet Pet",planetpetdenver@gmail.com,(720) 937-0633,"Denver",CO,80212
"Prison Trained K-9 Companion Program",debi.stevens@doc.state.co.us,719-269-4650,"Canon City",CO,81215
"Rangely Animal Shelter",tlang@rangelyco.gov,(970) 675-2803,"Rangely",CO,81648
"Retriever Rescue of Colorado",rrocbox@gmail.com,3036714659,"Evergreen",CO,80437
"Rez Dawg Rescue",adopt@rezdawgrescue.org,(720) 515-3679,"Boulder",CO,80306
"Rifle Animal Shelter",rifleanimalshelter@yahoo.com,970-625-8808,"Rifle",CO,81650
"Rocky Mountain Cocker Rescue, Inc.",inquiries@rockymountaincockerrescue.org,(303) 617-1939,"Parker",CO,80134
"Rocky Mountain Feline Rescue",rmfr2390@gmail.com,(303) 744-6076,"Denver",CO,80223
"Rocky Mountain Great Dane Rescue Inc.",adoptadane@rmgreatdane.org,(303) 552-0484,"Lakewood",CO,80228
"Rocky Mountain Lab Rescue",rockymountainlabrescue@gmail.com,303-818-8508,"Broomfield",CO,80020
"Rocky Mountain Puppy Rescue",rmprcontact@gmail.com,720-443-3748,"Broomfield",CO,80020
"Rocky Mountain Yorkie Rescue",info@rockymountainyorkierescue.com,,"Parker",CO,80134
"Routt County Humane Society",info@routthumane.org,(970) 879-7247,"Steamboat Springs",CO,80477
"San Luis Valley Animal Welfare Society",woof@slvaws.org,719-587-woof (9663),"Alamosa",CO,81101
"San Nicola Dog Rescue",sannicoladogrescue@gmail.com,(720) 381-7358,"Westminster",CO,80021
"Save The Giants",gobig@savethegiants.com,720-445-6911,"Broomfield",CO,80038
"Saving Dobermankind Animal Rescue",hookedondobies@gmail.com,(720) 722-4277,"Denver",CO,80250
"Scottie Rescue of the Rockies",mackrail@mac.com,303-420-5071,"Arvada",CO,80005
"Scroungy Dogs and Pretty Pups Rescue",scroungydogs@outlook.com,970-218-6272,"Severance",CO,80546
"Second Chance Animal Rescue Foundation",delliott11@mindspring.com,(719) 931-0006,"Colorado Springs",CO,80910
"Second Chance Humane Society",animalcare@adoptmountainpets.org,(970) 626-2273,"Ridgway",CO,81432
"Second Chance Jack Animal Rescue",tessa4re@aol.com,303 210-0263,"Golden",CO,80401
"Snow Capped Shepherd Rescue",wgsrescue@hotmail.com,(303) 973-7277,"Littleton",CO,80127
"Southern CO Animal Rescue (SCAR) & BFAS",bfasfarm@gmail.com,719-494-0158,"Colorado Springs",CO,80908
"Southern Mutts Rescue, Inc.",lca84@hotmail.com,(720) 413-6749,"Longmont",CO,80503
"Spring Creek Horse Rescue",springcreekhorserescue@yahoo.com,,"Bayfield",CO,81122
"Summit County Animal Shelter",animal.control@summitcountyco.gov,970-668-3230,"Frisco",CO,80443
"Summit Dog Rescue",summitdogrescue@yahoo.com,www.summitdogrescue.org,"Boulder",CO,80302
"Sunshine Canyon Dog Rescue",sunshinecanyondr@gmail.com,,"Boulder",CO,80301
"Surface Creek Animal Shelter",surfacecreekanimalshelter@gmail.com,(970) 856-2346,"Cedaredge",CO,81413
"Teller County Regional Animal Shelter",office@tcrascolorado.com,719-686-7707,"Divide",CO,80814
"The Animal Interest League and Sanctuary",tailsadoptions@gmail.com,(970) 874-1078,"Delta",CO,81416
"The Gabriel Foundation",mbutler@thegabrielfoundation.org,303-629-5900 x 245,"Elizabeth",CO,80107
"The Good Dog Rescue",thegooddogrescue@gmail.com,,"Fort Lupton",CO,80621
"The Lazarus Fund",lazfund@gmail.com,719-240-4375,"Pueblo",CO,81004
"The Misfits Dog Rescue",adoptions.misfits@gmail.com,,"Colorado Springs",CO,80911
"The Thatcher Pet Project",thatcherpetproject@gmail.com,(605) 354-3786,"Johnstown",CO,80534
"Thunder Puppy K9 Rehabilitation and Rehoming",ann@thunderpuppyuniversity.com,303.898.4238,"Golden",CO,80403
"Town of Meeker Animal Control",laurel@town.meeker.co.us,970-878-4968,"Meeker",CO,81641
"Triple Acres Horse Rescue",tripleacreshorserescue@gmail.com,7199245101,"Boone",CO,81025
"Twice Purrfect Feline Rescue",contact@twicepurrfect.org,(720) 772-9175,"Littleton",CO,80127
"Underdogs Animal Rescue",info@underdogsrescue.org,,"Boulder",CO,80305
"Vintage Dog Rescue",coloradoschnauzerrescue@gmail.com,,"Littleton",CO,80401
"Wild Blue Animal Rescue and Sanctuary",contact@wbcats.org,(719) 900-2287,"Colorado springs",CO,80908
"2nd Chance Animal Rescue of CT",janet@secondchanceanimalrescuect.org,,"Bethel",CT,6801
"A Pups' Pizzazz",ldg1973@yahoo.com,(203) 241-2351,"Southbury",CT,6488
"A Second Chance for Ziva, Inc.",info@asecondchanceforziva.com,,"Darien",CT,6820
"Addicus Legacy Dog Rescue",addicuslegacydr@aol.com,(860) 794-9357,"West Hartford",CT,6107
"Adopt-A-Dog, Inc.",adoptions@adoptadog.org,(914) 273-1674,"Greenwich",CT,6831
"All The Kings Horses Equine Rescue Inc.",allthekingshorsesequinerescue@gmail.com,,"Northford",CT,6472
"Almost Home for Cats",tashmoo53@yahoo.com,Call foster parent on pet listed for adoption,"Durham",CT,6422
"Amanda Connection",noahandlea@aol.com,203-426-5488,"Newtown",CT,6759
"American Lab Rescue, Inc",info@americanlabrescue.com,PLEASE EMAIL,"Willington",CT,6250
"Animal Friends of Connecticut",afoc@afocinc.org,(860) 827-0381,"West Hartford",CT,6137
"Animal Nation, Inc",laurie@animalnation.org,(203) 962-8684,"Norwalk",CT,6850
"Animal Rescue Foundation, Inc.",lisa.ventura@arfct.org,860.583.3089,"Terryville",CT,6786
"Animal Welfare Society, Inc.",animalwelfare.socty@snet.net,(860) 354-1350,"New Milford",CT,6776
"Animals for Life, Inc.",contact@animalsforlife.org,(203) 267-6777,"naugatuck",CT,6770
"Animals in Distress",kittiesforkeeps@gmail.com,203-762-2006,"Wilton",CT,6897
"Animals-R-Family",animalsrfamilyinc@gmail.com,,"Stamford",CT,6906
"Bandits Place",banditsplace1@gmail.com,860-653-0558,"East Hartland",CT,6035
"BayBrook Rescue",mollymoo@snet.net,203-395-1001,"Sandy Hook",CT,6482
"Best Friends For Life Animal Rescue",pigpen389@cox.net,(203) 250-7387,"Southington",CT,6489
"Bethel Animal Control",bethelanimalcontrol@yahoo.com,203-778-7424,"Bethel",CT,6801
"Better Days Rescue Fund",betterdaysrescue@gmail.com,,"Woodbury",CT,6798
"Blind Dog Rescue Alliance - CT",info@blinddogrescue.com,877-BLIND-01,"Watertown",CT,6795
"Boot n' Kit Canine Rescue",bootnkit@gmail.com,,"Canton",CT,6019
"Branford Compassion Club",contact_us@branfordcompassionclub.org,203-483-6369,"North Branford",CT,6471
"Bridgeport Animal Control Facilites",animal.shelter@bridgeportct.gov,(203) 576-7727,"Bridgeport",CT,6610
"Brooke's Angels Rescue",brookesangelsct@gmail.com,,"East Windsor",CT,6088
"Bully Breed Rescue Inc.",bbrct@yahoo.com,Use Email,"New Canaan",CT,6840
"Canine Advocates of Newtown Inc.",director@canineadvocates.org,203 426 5327,"Newtown",CT,6470
"Cat Tales, Inc.",info@cattalesct.org,860-344-9043,"Middletown",CT,6457
"CATS Northeast Inc.",catsnortheast@outlook.com,,"Mansfield Center",CT,6250
"City of New Britain CT Animal Control",pkeller@newbritainct.gov,(860) 826-3095,"New Britain",CT,6051
"Coco's Animal Rescue Efforts of Seymour",seymourcares@yahoo.com,,"Seymour",CT,6483
"Community Cats, Inc.",communitycatsct@yahoo.com,,"Stamford",CT,6907
"Companion Pet Rescue - New England",mollibo@gmail.com,,"Watertown",CT,6795
"Compassion For Cats",info@compassionforcats.org,203 929 7909,"Shelton",CT,6484
"Compassion For Cats, New London County",carrienylen@comcast.net,(860) 886-5085,"Lisbon",CT,6351
"Connecticut Cat Connection",adoptions@ctcatconnection.org,(860) 219-9396,"Windsor",CT,6095
"Connecticut Draft Horse Rescue",ctdraftrescue@aol.com,,"East Hampton",CT,6424
"Connecticut Humane Society - Newington",info@cthumane.org,800-452-0114,"Newington",CT,6111
"Connecticut Parrot Rescue",info@ctparrotrescue.org,(203) 690-9055,"Stratford",CT,6615
"CottonTail Rabbit Rescue",ctrabbitrescue@gmail.com,(203) 927-1130,"Wallingford",CT,6492
"CT Animal House Inc.",ctahinfo@gmail.com,(860) 271-1361,"Mystic",CT,6355
"CT Herding Dog Rescue",cthdr@yahoo.com,,"Lebanon",CT,6249
"Dachshund Rescue and Pet Services",ctdrps@comcast.net,(860) 395-8929,"Killingworth",CT,6419
"Dan Cosgrove Animal Shelter",lburban@branford-ct.gov,(203)315-4125,"Branford",CT,6405
"Danbury Animal Welfare Society Inc. DAWS",daws@daws.org,(203) 744-3297,"Danbury",CT,6813
"Dog Star Rescue",adopt@dogstarrescue.org,,"Canton",CT,6019
"Double Dog Rescue",ddr@doubledogrescue.org,,"Unionville",CT,6085
"East Coast Canine Rescue Inc.",eastcoastcaninerescue@gmail.com,(508) 341-7189,"Pomfret Center",CT,6259
"East Coast Humane Society",cynthia@eastcoasthumanesociety.com,,"Torrington",CT,6790
"East Haven Animal Shelter",tashmoo5454@comcast.net,(203) 468-3249,"East Haven",CT,6512
"Ellington Animal Control",bmurdach@ellington-ct.gov,(860) 870-3155,"Ellington",CT,6029
"Emily's Friends",adoptions@emilysfriendsrescue.com,,"Farmington",CT,6034
"Eskies Online Multi-Breed Dog Rescue",denise@eskiesonline.com,(860) 908-9738,"Canterbury",CT,6331
"Everybunny Counts",everybunnycounts@yahoo.com,,"Bristol",CT,6010
"Feline Friends",purrfelinefriends@hotmail.com,,"Torrington",CT,6790
"FeralCare",info@nutmegclinic.org,(203) 690-1550,"Stratford",CT,6614
"Ferret Association of Connecticut, Inc",lvgruden@ferretassn.org,860-247-1275,"Hartford",CT,6106
"Fix and Feed North Haven Inc",lisa@fixandfeednorthhaven.org,203-772-8528,"North Haven",CT,6473
"Flora's Pet Project",floradog2003@yahoo.com,(203) 723-6609,"Naugatuck",CT,6770
"Focus on Ferals, Inc.",michelle9121@live.com,(860) 608-1420,"Uncasville",CT,6382
"For the Love of Labs Rescue",tracyc@fortheloveoflabs.org,,"Torrington",CT,6790
"Forever Feisty Chinchilla Rescue Inc.",foreverfeisty.adopt@gmail.com,,"Granby",CT,6035
"Forgotten Felines, Inc.",adoptions@forgottenfelinesct.org,860-669-1347,"Clinton",CT,6413
"Foster and Forever Pet Rescue",fosterandforever@gmail.com,(203) 490-6530,"Naugatuck",CT,6770
"Friday's Rescue Foundation",elizabeth.fridaysrescue@gmail.com,860-446-9016,"Groton",CT,6340
"Friends of Felines, Inc.",cats@fofct.org,(203) 363-0220,"Stamford",CT,6902
"Friends of the Bristol CT Animal Shelter",friendsbristolanimalshelter@gmail.com,(860) 305-0519,"Bristol",CT,6011
"Fur-Gotten Tails Animal Rescue",furgottentailsanimalrescue@yahoo.com,(860) 308-0899,"Plainville",CT,6062
"Furry Flights to Freedom",furryflightstofreedom@gmail.com,2033140851,"Sharon",CT,6069
"Furry Friends Foster and Rescue, Inc.",furryfriendsct@yahoo.com,(413) 664-2096,"Harwinton",CT,6791
"Garden Rescues, Inc.",info@gardenrescues.net,(203) 554-2610,"Stamford",CT,6902
"German Shepherd Rescue of CT",cchtmk@gmail.com,,"Fairfield",CT,6824
"Green Fur Kidz & the Furever Home shop",adoptions@greenfurkidz.com,,"Hawleyville",CT,6440
"H.O.R.S.E of CT, Inc.",horsectinfo@gmail.com,(860) 868-1960,"Washington",CT,6777
"Halfway Home Rescue, Inc.",halfwayhomeonline@yahoo.com,(203) 985-8338,"North Haven",CT,6473
"Hearts United Cat Rescue",heartsunited.catrescue@yahoo.com,860-479-5173,"Rocky Hill",CT,6067
"Hidden Treasures Adoption Center",ht-ac@comcast.net,,"Berlin",CT,6037
"Hole In One Animal Rescue",holeinoneanimalrescue@yahoo.com,(860) 623-0450,"Windsor Locks",CT,6096
"IMPS - Internet Miniature Pinscher Service, Inc. - New England  region",impsnewengland@gmail.com,(877) 646-7461,"Middletown",CT,6457
"Kitten Associates",info@kittenassociates.org,(203) 744-9228,"Newtown",CT,6470
"Kitty Kat Rescue",kittykatrescuect@gmail.com,,"Oakville",CT,6779
"Labs4rescue",petfinder.inquiry@labs4rescue.org,,"Killingworth",CT,6419
"Ledyard Animal Control",aco@ledyardct.org,(860) 464-9621,"Ledyard",CT,6339
"Little Arfin' Acres",daberloni@sbcglobal.net,860-345-8734,"Higganum",CT,6441
"Little Black Dog Rescue",lbdrappsreply@gmail.com,,"Greens Farms",CT,6838
"Little Feet, Big Heart Rescue",lfbhr@yahoo.com,860-372-6455,"Vernon",CT,6066
"Little Guild of Saint Francis",adopt@littleguild.org,(860) 672-6346,"West Cornwall",CT,6796
"Little Pink Shelter",adopt@pinkshelter.com,,"Westport",CT,6880
"Looking Glass Animal Rescue",adopt@lgarinc.org,,"Ridgefield",CT,6877
"Loyal Paws Rescue & Sanctuary",loyalpawz@gmail.com,(203) 516-7297,"Southbury",CT,6488
"M.E.O.W., Inc.",tmejfitz@earthlink.net,860-567-3277 (voicemail),"Litchfield",CT,6759
"Majestic Waterfowl Sanctuary",director@majesticwaterfowl.org,,"Lebanon",CT,6249
"Mansfield Animal Control",aco@mansfieldct.org,(860) 487-0137,"Mansfield",CT,6268
"Mary's Kitty Korner",marys.kitty.korner@sbcglobal.net,860-379-4141/413-297-0537,"Pleasant Valley",CT,6082
"Max's Furry Family Rescue",maxesfurfamily@gmail.com,,"Stamford",CT,6905
"MCR - New Preston & West Coast",jsardo5868@charter.net,(203) 266-5868,"Bethlehem",CT,6751
"Meriden Animal Control/Saving Paws",adopt@savingpawsct.org,(203) 235-4179,"Meriden",CT,6450
"Meriden Humane Society",info@meridenhumanesocietyrescue.com,(203) 238-3650,"Meriden",CT,6451
"Minnie and Moe's Pups",moespups121@yahoo.com,,"Ridgefield",CT,6877
"Monkey's Pack",monkeyspack@yahoo.com,,"Manchester",CT,6042
"New Beginnings and Forever Homes",adoptnbff@gmail.com,,"Meriden",CT,6450
"New England All Breed Rescue",newenglandallbreedrescue@yahoo.com,(774) 641-3441,"Thompson",CT,6277
"New Fairfield Sherman Animal Welfare Society",nfsaw@att.net,203-746-2925,"New Fairfield",CT,6812
"Next Stop Forever",nextstopforever@aol.com,,"Woodstock",CT,6281
"Nile Valley Egyptian Foundation",nvecats@gmail.com,(203) 768-5880,"Marion",CT,6444
"Northeastern Connecticut Council of Governments",animalcontrol@neccog.com,860-774-1253,"Dayville",CT,6241
"Northwest Hills K9 Rescue",northwesthillsk9rescue@yahoo.com,(860) 459-0767,"Torrington",CT,6790
"Nutmeg CT Rescue",nutmegrescue@gmail.com,,"Branford",CT,6405
"Nutts4Mutts",kimsfosterdogs@yahoo.com,,"Durham",CT,6422
"Odies Orchard Hill Rescue",oohrescue@gmail.com,(860) 310-9694,"Simsbury",CT,6070
"Old Saybrook Animal Control",jfranklin@oldsaybrookpolice.com,(860) 395-2832,"Old Saybrook",CT,6475
"Our Companions Animal Rescue",helpline@ourcompanions.org,860-242-9999,"Manchester",CT,6045
"P.A.W.S. - Pound Animals are Worth Saving, Inc",pawsctadopt@gmail.com,(860) 315-1228,"Woodstock",CT,6281
"Pack Leaders Dog Rescue of CT",packleadersrescuect@gmail.com,,"Manchester",CT,6040
"Passion 4 Paws",info@passion4paws.org,(860) 608-2447,"Dayville",CT,6241
"PAWS (Pet Animal Welfare Society)",paws@pawsct.org,(203) 750-9572,"Norwalk",CT,6851
"Paws for Life Animal Rescue",info@pawsforlifect.com,,"Tolland",CT,6084
"PawSafe",info@pawsafe.org,,"Danbury",CT,6811
"Perfect Imperfections",trishaperfectimperfections@gmail.com,(203) 232-1274,"Watertown",CT,6795
"Pet Assistance Inc.",getapet@gmail.com,(860) 355-7387,"New Preston",CT,6777
"Pet Protectors, Inc.",contactus@petprotectorsrescue.org,203-330-0255,"Fairfield",CT,6432
"Pitter Patter Feline Rescue, Inc.",coramartino@optonline.net,203-968-1450,"Stamford",CT,6907
"Plainville Animal Control",weinhofer@plainville-ct.gov,(860)-747-1617 X291,"Plainville",CT,6062
"Preston Animal Control",tkkakane@comcast.net,860-887-8091,"Preston",CT,6365
"Pride Rock Rescue",priderockrescue@gmail.com,,"Wauregan",CT,6387
"Project Precious Rescue",projectpreciousrescue2@gmail.com,,"Stamford",CT,6907
"Protectors of Animals",poaplacement@gmail.com,(860) 569-0722,"East Hartford",CT,6118
"Rabbit Allies of CT",rabbitalliesct@optonline.net,,"Norwalk",CT,6850
"Red Leash Rescue Inc",redleashrescue2015@gmail.com,203-658-7787,"Norwalk",CT,6851
"REGAP of Connecticut, Inc.",info@regapct.com,(203) 393-1673,"Bethany",CT,6524
"Rescue Dog Village Guardian, Inc",villagepeople32@yahoo.com,(860)940-3350,"Bristol",CT,6010
"Rescued in the Nic of Time",rescuedinthenicoftime@aol.com,,"Stratford",CT,6614
"Ridgefield Operation Animal Rescue (ROAR)",roarshelter@sbcglobal.net,203-438-0158,"Ridgefield",CT,6877
"Rose Hope Animal Refuge",patbob@reagan.com,(203) 597-1236,"Waterbury",CT,6708
"Sadie Mae Foundation",adoption@sadiemaefoundation.org,(860) 865-0492,"Bolton",CT,6043
"Safe and Sound Rescue",kellypcats@gmail.com,,"Newtown",CT,6470
"Sarah's Second Chance Dog Rescue",sarahs2ndchance@yahoo.com,,"Vernon",CT,6066
"Save a Best Friend Animal Rescue",saveabestfriend@gmail.com,,"Winsted",CT,6098
"Save Our Strays Inc.",adoptm@aol.com,203-255-0514,"Westport",CT,6880
"Second Chance Boxer Rescue",juliescbr@gmail.com,,"Torrington",CT,6790
"Shaggy Dog Rescue & Lexi's Angels",shaggydognewengland@outlook.com,,"Norwalk",CT,6850
"Soul Mutts Rescue CT",westleyswishk9rescue@gmail.com,,"Colebrook",CT,6021
"South Windsor Police",robin.bond@southwindsor.org,(860) 644-2551,"South Windsor",CT,6074
"Southington Animal Control",cnarducci@southingtonpolice.org,(860) 628-8053,"Southington",CT,6489
"Spotty Dog Rescue, Inc",info@spottydogrescue.org,203-441-4260,"Waterbury",CT,6721
"Stamford Animal Control Center",pearll2448@yahoo.com,(203) 977-4437,"Stamford",CT,6902
"Stamford Homeless Pets & OPIN",adopt@opinpets.org,(203) 326-0216,"Stamford",CT,6902
"STARelief and Pet Assistance",care@starelief.org,203-636-0971,"Stamford",CT,6905
"Stonington Animal Care & Control",twescovich@stonington-ct.gov,860-599-7566,"Stonington",CT,6379
"Stonington Animal Rescue Project",stoningtonanimalrescueproject@yahoo.com,860-857-8110,"Pawcatuck",CT,6379
"Stratford Animal Control",contact@stratfordanimalrescue.org,,"Stratford",CT,6615
"STRAYS AND OTHERS",straysandothers@hotmail.com,203-966-6556,"New  Canaan",CT,6840
"Sunshine Golden Retriever Rescue, LLC",sgrrinquiries@gmail.com,,"New Canaan",CT,6840
"Super Paws Rescue Inc",superpawsrescue@gmail.com,(203) 578-6396,"Southport",CT,6890
"Sweet Adoptables",sweetadoptables@ymail.com,,"Westport",CT,6880
"TAILS (The Alliance In Limiting Strays)",info@tailsct.org,(203) 222-1992,"Westport",CT,6880
"Tails of Courage",info@tailsofcourage.org,(877) 638-2457,"Danbury",CT,6810
"TarTan Gordon Setter Rescue",tartanrescue@hotmail.com,(413) 447-5323,"Goshen",CT,6279
"The Animal Center Inc.",info@theanimalcenter.org,,"Newtown",CT,6470
"The Animal Haven Inc.",theanimalhavenstaff@gmail.com,203-239-2641,"North Haven",CT,6473
"The Cats Meow Animal Rescue League",thecatsmeowrescue@gmail.com,,"Vernon",CT,6066
"The Chi Society of CT",thechisociety@gmail.com,,"Glastonbury",CT,6033
"The Friends of the New Haven Animal Shelter",fotnhas.info@gmail.com,(203) 946-8110,"New Haven",CT,6511
"The Greater New Haven Cat Project, Inc.",gnhcp1@gnhcp.org,(203) 782-2287,"New Haven",CT,6505
"The Nutmeg Weimaraner Club",albigor1@cox.net,860-413-9914,"North Granby",CT,6060
"The Purr Project Inc.",mary_tedford@purrproject.org,203-865-0878,"New Haven",CT,6511
"The Queenie Foundation Inc.",queeniefound@hotmail.com,860.649.4488,"Manchester",CT,6040
"The Simon Foundation, Inc.",adopt@thesimonfoundation.org,(860) 519-1516,"Bloomfield",CT,6002
"TOMcat Animal Rescue",tomcatrescue@gmail.com,860-276-8564,"Southington",CT,6489
"Town of Windham Animal Control",catsnortheast@outlook.com,860-465-3087,"Willimantic",CT,6226
"Town of Windsor Animal Control",davis@townofwindsorct.com,(860) 688-5273,"Windsor",CT,6095
"True Loving Companion",animallover40590@aol.com,,"Prospect",CT,6712
"Trumbull Animal Group",ldellabianca@trumbull-ct.org,(203) 452-5088,"Trumbull",CT,6611
"Underhound Railroad",underhoundtara@underhoundrailroad.org,,"Woodbridge",CT,6525
"Valley Shore Animal Welfare League",valleyshore@comcast.net,(860) 399-7561,"Westbrook",CT,6498
"Wagging Tails Dog Rescue",beata778@yahoo.com,,"Middletown",CT,6457
"We Adopt Greyhounds Inc.",adoption@weadoptgreyhounds.org,1-860-845-7196,"Glastonbury",CT,6033
"Wells Valley Cat Sanctuary",wellsvalleycatsanctuary@gmail.com,203-305-2543,"New Milford",CT,6776
"West Hartford Animal Control",animalcontrol@westhartfordct.gov,(860) 570-8818,"West Hartford",CT,6107
"West Haven Animal Shelter",srose@whpd.com,(203) 937-3642,"West Haven",CT,6516
"Where the Love Is, Inc.",wheretheloveis41@yahoo.com,(475) 209-2752,"Hamden",CT,6517
"Whiskers Animal Shelter",whiskersas@hotmail.com,(860) 564-7138,"Plainfield",CT,6374
"Whiskers Pet Rescue",whiskerspetrescue@yahoo.com,203-586-1666,"Southbury",CT,6488
"Whitey's Only Wish Rescue Inc",wow.rescue@yahoo.com,,"Coventry",CT,6238
"Wiggle Pups Rescue",wigglepupzrescue@gmail.com,,"Ellington",CT,6029
