Name,Email,Phone,City,State,Website,Facebook,Type,Notes
"Protectors of Animal Welfare (P.A.W.)",emmittsway@yahoo.com,(319) 372-2274,"Fort Madison",IA,,,Shelter,""
"Rescue Inn",yahcats@yahoo.com,(641) 752-4766,"Marshalltown",IA,,,Shelter,""
"Rescue Pups",swrescuepups11@gmail.com,(319) 795-0575,"Keokuk",IA,,,Shelter,""
"S.O.L.A.S. Support Our Local Animal Shelter",adopt@solaspetadoption.org,,"Council Bluffs",IA,,,Shelter,""
"S.O.S.",johndock@myomnitel.com,(641) 713-2443,"St. Ansgar",IA,,,Shelter,""
"Safe Haven of Iowa County",adoptions@wesavepets.com,(319) 622-7387,"Williamsburg",IA,,,Shelter,""
"Safe Home Rescue",safehomerescue@gmail.com,(515) 783-4292,"Des Moines",IA,,,Shelter,""
"SAINT Rescue",adopt@saintiowa.org,(319) 551-7537,"Cedar Rapids",IA,,,Shelter,""
"Second Chance DOG Rescue",adoptions.scdr@gmail.com,(641) 297-2137,"Prole",IA,,,Shelter,""
"SIOUXLAND HUMANE SOCIETY",adopt@siouxlandhumanesociety.org,(712) 252-2614,"Sioux City",IA,,,Shelter,""
"SNAFU Rescue-Short Noses and Friends United Rescue",snafurescue@gmail.com,,"Council Bluffs",IA,,,Shelter,""
"Southwest Iowa Humane Society",swihs_1@hotmail.com,(712) 542-2535,"Clarinda",IA,,,Shelter,""
"Spay Neuter All Pets of Chickasaw County",chickasawsnap@gmail.com,(641) 330-6059,"New Hampton",IA,,,Shelter,""
"Stephen Memorial Animal Shelter",smasadoptions@mahaska.org,(641) 673-3991,"Oskaloosa",IA,,,Shelter,""
"Tama County Humane Society",tamacountyhumanesociety@yahoo.com,(641) 481-7001,"Tama",IA,,,Shelter,""
"TLC Animal Shelter Canine Center",plarsen@rconnect.com,(712) 272-3553,"Newell",IA,,,Shelter,""
"Tri-County Veterinary Clinic P.C.",glendavanwyk@yahoo.com,(641) 628-4040,"Pella",IA,,,Shelter,""
"Vic's Legacy",vicslegacyrescue@gmail.com,(641) 330-7879,"Waverly",IA,,,Shelter,""
"Vinton Animal Shelter",jdcasey@hughes.net,,"Vinton",IA,,,Shelter,""
"Waverly Pet Rescue",waverlypetrescue@mchsi.com,,"Waverly",IA,,,Shelter,""
"Whiskers TNR of Warren County",whiskersofwarrencounty@gmail.com,(515) 428-2287,"Martensdale",IA,,,Shelter,""
"Whispurring Hope Rescue",wharadopt@gmail.com,(563) 690-0455,"Dyersville",IA,,,Shelter,""
"Wildthunder W.A.R.S.",wildthunderwars@gmail.com,(319) 961-3352,"Independence",IA,,,Shelter,""
"WIRE FOX TERRIER RESCUE MIDWEST",ccswires@netins.net,,"DUMONT",IA,,,Shelter,""
"Animal Shelter of Wood River Valley",info@animalshelterwrv.org,(208) 788-4351,"Hailey",ID,,,Shelter,""
"Animals Need Help of Bear Lake",kjfam@dcdi.net,(208) 339-0130,"Montpelier",ID,,,Shelter,""
"Bannock Humane Society",bhsfosterprogram@gmail.com,(208) 232-0371,"Pocatello",ID,,,Shelter,""
"Boise Bully Breed Rescue",cathleen.catti@gmail.com,,"Eagle",ID,,,Shelter,""
"Bonneville Humane Society",bsociety@qwestoffice.net,(208) 529-9725,"Idaho Falls",ID,,,Shelter,""
"Boxer Lovers Rescue",adopt@boxer-rescue.net,(208) 779-2114,"Boise",ID,,,Shelter,""
"Chubbuck Animal Control Facility",animalcontrol@cityofchubbuck.us,(208) 239-3249,"Chubbuck",ID,,,Shelter,""
"City of Rexburg Animal Shelter",animalshelter@rexburg.org,(208) 359-3005,"Rexburg",ID,,,Shelter,""
"Clearwater Humane Society",clearwaterhumanesociety@gmail.com,(208) 476-9823,"Orofino",ID,,,Shelter,""
"Double J Dog Ranch, Inc.",doublejdogranch@aol.com,(208) 457-8600,"Hauser",ID,,,Shelter,""
"FOR THE LOVE OF PETS FOUNDATION",straighttalkidaho@yahoo.com,(208) 662-5808,"Hamer",ID,,,Shelter,""
"Four Paws Pet Adoptions Inc.",fourpawspetadoptions@hotmail.com,(208) 356-3717,"Rexburg",ID,,,Shelter,""
"Fuzzy Pawz Rescue",rescue@fuzzypawzrescue.com,(208) 546-9020,"Boise",ID,,,Shelter,""
"Happy Jack Cats, Inc.",happyjackcats@gmail.com,(208) 991-8520,"Meridian",ID,,,Shelter,""
"Heart of Idaho Animal Sanctuary",info@heartofidahoanimalrescue.com,(208) 879-6500,"Challis",ID,,,Shelter,""
"Help Every Little Paw",helpeverylittlepaw@hotmail.com,(208) 446-6500,"Coeur D Alene",ID,,,Shelter,""
"Helping Hands Rescue, Inc.",info@helpinghandsrescue.com,(208) 743-3157,"Lewiston",ID,,,Shelter,""
"Hope's Haven Animal Shelter",hopeshaven@smgazette.com,(208) 245-7387,"St. Maries",ID,,,Shelter,""
"Humane Society of the Palouse",information@humanesocietyofthepalouse.org,(208) 883-1166,"Moscow",ID,,,Shelter,""
"Humane Society of the Upper Valley",hsuv@hsuv.org,(208) 681-4788,"Idaho Falls",ID,,,Shelter,""
"Idaho Domestic Animal Welfare Group",findadog@hotmail.com,(208) 283-9513,"Nampa",ID,,,Shelter,""
"Idaho Falls Animal Shelter",ifanimalshelter@idahofallsidaho.gov,(208) 612-8670,"Idaho Falls",ID,,,Shelter,""
"Idaho Saint Bernard Rescue",flutterby214@hotmail.com,(208) 703-1727,"Boise",ID,,,Shelter,""
"Kootenai Humane Society",contactkhs@kootenaihumanesociety.com,(208) 772-4019,"Hayden",ID,,,Shelter,""
"Lemhi County Humane Society Inc.",salmonanimalshelter@gmail.com,(208) 756-4100,"Salmon",ID,,,Shelter,""
"Lewis Clark Animal Shelter",lauren.profitt@lcshelter.org,(208) 746-1623,"Lewiston",ID,,,Shelter,""
"Magicats, Inc.",magicats@filertel.com,(208) 431-2954,"Buhl",ID,,,Shelter,""
"MCPAWS Regional Animal Shelter",frontdesk@mcpaws.org,(208) 634-3647,"McCall",ID,,,Shelter,""
"Meridian Canine Rescue",adopt@meridianrescue.org,(208) 794-0944,"Meridian",ID,,,Shelter,""
"MISFIT Rescue",misfitrescue@gmail.com,(208) 680-7904,"Blackfoot",ID,,,Shelter,""
"Panhandle Animal Shelter",info@pasidaho.org,(208) 265-7297,"Ponderay",ID,,,Shelter,""
"Pet Adoption League",bc2268@yahoo.com,(208) 365-1359,"Emmett",ID,,,Shelter,""
"Pocatello Animal Shelter",kvelman@pocatello.us,(208) 234-6156,"Pocatello",ID,,,Shelter,""
"Power of the Paw",info@powerofthepaw.org,(208) 771-6032,"Post Falls",ID,,,Shelter,""
"Priest River Animal Rescue",pranimalhouse@hotmail.com,(208) 448-0699,"Priest River",ID,,,Shelter,""
"Remembering Ruby Rabbit Rescue",idahorabbitrescue@gmail.com,,"Idaho Falls",ID,,,Shelter,""
"Second Chance Animal Adoption",secondchanceanimaladoption@hotmail.com,(208) 267-7504,"Bonners Ferry",ID,,,Shelter,""
"Second Chance Pet Rescue",idahocoondog@yahoo.com,(208) 664-4106,"COEUR D ALENE",ID,,,Shelter,""
"Shoshone Pet Rescue (SPR)",shoshonepetrescue@yahoo.com,(208) 512-3401,"Kellogg",ID,,,Shelter,""
"Silver Valley Cat Wranglers, Inc.",silvervalleycatwranglers@gmail.com,,"Kellogg",ID,,,Shelter,""
"Simply Cats",info@simplycats.org,(208) 343-7177,"Boise",ID,,,Shelter,""
"Snake River Animal Shelter",kenneltech@snakeriveranimalshelter.org,(208) 523-4219,"Idaho Falls",ID,,,Shelter,""
"Southwest Idaho Pug Rescue",stacy@swiprescue.com,,"Meridian",ID,,,Shelter,""
"Take Me Home Dog Rescue",takemehomedogrescue@gmail.com,(208) 866-2402,"Eagle",ID,,,Shelter,""
"Teton Valley Community Animal Shelter",manager@tvshelter.org,(208) 354-3499,"Driggs",ID,,,Shelter,""
"The Furry Farm Rescue",ffr@thefurryfarmrescue.org,(208) 755-0879,"Rathdrum",ID,,,Shelter,""
"West Valley Humane Society",jessica@westvalleyhumanesociety.org,(208) 455-5920,"Caldwell",ID,,,Shelter,""
"Western States English Setter Rescue",k40moore@cableone.net,(208) 869-4065,"Boise",ID,,,Shelter,""
"2nd Chance For Pets/Dewitt County Animal Shelter",secondchanceforpets@yahoo.com,(217) 935-3488,"Clinton",IL,,,Shelter,""
"2nd Hand Ranch & Rescue",2ndhrr@gmail.com,(309) 738-7480,"Princeton",IL,,,Shelter,""
"4 Paw Sake Rescue",info@4pawsake.com,(708) 758-3647,"Lynwood",IL,,,Shelter,""
"4 Paws 4 U 4 Ever",puppiestolove@hotmail.com,(630) 293-8772,"West Chicago",IL,,,Shelter,""
"A Caring Place - All Breed Dog Rescue",acaringplace@comcast.net,(630) 375-7976,"Westmont",IL,,,Shelter,""
"A Heart for Animals",aheart4animalsanimalwelfare@gmail.com,(847) 868-2432,"Huntley",IL,,,Shelter,""
"A Journey Home",ajourneyhomedogrescue@gmail.com,,"South Elgin",IL,,,Shelter,""
"A Tail of 4 Paws",rescue@atailof4paws.org,(855) 630-7297,"Romeoville",IL,,,Shelter,""
"A.D.O.P.T. Pet Shelter",adoptions@adoptpetshelter.org,(630) 355-2299,"Naperville",IL,,,Shelter,""
"A&S Pit Bull and Am Staff Rescue",aandsrescue@aol.com,,"Cary",IL,,,Shelter,""
"Adoptables - Feral Feline Project",feralfelineproject@gmail.com,,"Wheeling",IL,,,Shelter,""
"adoptaBull English Bulldog Rescue",info@adoptabull.org,(855) 385-5111,"Chicago",IL,,,Shelter,""
"Adrianne's Angels-St. George Pet Rescue",mayscatnapinn@yahoo.com,(815) 520-8382,"MOUNT CARROLL",IL,,,Shelter,""
"ALIVE Rescue",info@aliverescue.org,(773) 913-8100,"Chicago",IL,,,Shelter,""
"All 4 the Love of Cats",all4theloveofcats@hotmail.com,(847) 302-6410,"Palatine",IL,,,Shelter,""
"All Herding Breed Dog Rescue",banditsluv@msn.com,,"Joliet",IL,,,Shelter,""
"All Life Is Valuable, NFP",alivwelfare@yahoo.com,(773) 732-2266,"Chicago",IL,,,Shelter,""
"All Those Left Behind Animal Rescue, Inc.",atlbrescue@gmail.com,,"Morris",IL,,,Shelter,""
"Almost Home Foundation",info@almosthomefoundation.org,,"Elk Grove Village",IL,,,Shelter,""
"Alton Area Animal Aid Assoc.",richardjun@att.net,(618) 466-3702,"Godfrey",IL,,,Shelter,""
"Always Room 4 More Paws",alwaysroom4morepaws@yahoo.com,,"Elgin",IL,,,Shelter,""
"American Brittany Rescue-IL/IN/IA/MI/OH",abr.il@americanbrittanyrescue.org,(866) 274-8911,"Sugar Grove",IL,,,Shelter,""
"Anderson Animal Shelter",neuteryourpets@andersonanimalshelter.org,(847) 697-2880,"South Elgin",IL,,,Shelter,""
"Angels On Wheels Animal Rescue NFP",info@angelsonwheels.org,,"Naperville",IL,,,Shelter,""
"Animal Aid Humane Society",vickieskittens@att.net,(309) 797-6550,"Moline",IL,,,Shelter,""
"Animal Care League",caninemanager@animalcareleague.org,(708) 848-8155,"Oak Park",IL,,,Shelter,""
"Animal Education and Rescue",info@aear.org,(847) 816-0831,"Libertyville",IL,,,Shelter,""
"Animal Heartline Humane Association",animalheartline@hotmail.com,(630) 341-3411,"Lombard",IL,,,Shelter,""
"Animal Hospital of Monticello",animalhospitalofmonticello@gmail.com,(217) 762-2144,"Monticello",IL,,,Shelter,""
"Animal House Shelter",info@animalhouseshelter.com,(847) 961-5541,"Huntley",IL,,,Shelter,""
"Animal Medical Center",nickie8k@hotmail.com,(708) 758-3220,"Sauk Village",IL,,,Shelter,""
"Animal Outreach Society",info@animaloutreachsociety.org,(815) 385-0005,"McHenry",IL,,,Shelter,""
"Animal Protective League",petfinder@apl-shelter.org,,"Springfield",IL,,,Shelter,""
"Animal Rescue of Southern Illinois",animalrescuesouthernillinois@gmail.com,,"Hoyleton",IL,,,Shelter,""
"Animal Services and Assistance Programs Inc.",cindy@asap-usa.org,(815) 568-2921,"Marengo",IL,,,Shelter,""
"Anti-Cruelty Society",info@anticruelty.org,(312) 644-8338,"Chicago",IL,https://www.anticruelty.org,,Regional,"Chicago area"
"Arrow Dog Rescue",arrowdogrescue@gmail.com,(309) 212-1939,"Normal",IL,,,Shelter,""
"Association for the Protection of Animals",critter@gcapa.org,(618) 931-7030,"Granite City",IL,,,Shelter,""
"Aurora IL Animal Care and Control",humanesocietyofaurora@gmail.com,(630) 256-3630,"Aurora",IL,,,Shelter,""
"Australian Cattle Dog Rescue of Illinois",acattledogrescue@gmail.com,(618) 315-8800,"Texico",IL,,,Shelter,""
"Australian Shepherd Rescue Midwest",aussierescuemidwest@gmail.com,,"East Peoria",IL,,,Shelter,""
"Azrael's Place",azraelsplace@hotmail.com,,"Lyons",IL,,,Shelter,""
"BAARK Dog Rescue",baarkdogrescue@gmail.com,(847) 852-0895,"Barrington Hills",IL,,,Shelter,""
"Barb's Precious Rescue and Adoption Center",barbsrescue@aol.com,(847) 907-4881,"Palatine",IL,,,Shelter,""
"Bark Dog Rescue (Satellite)",luvapetfurever@yahoo.com,,"Wilmette",IL,,,Shelter,""
"Be Fido's Friend",info@befidosfriend.org,,"Chicago",IL,,,Shelter,""
"Belleville Area Humane Society",humans@bahspets.org,(618) 235-3712,"Belleville",IL,,,Shelter,""
"Belly Up for Adoptions",adopt@bellyupforadoptions.com,(630) 542-3559,"Addison",IL,,,Shelter,""
"Benld Adopt-A-Pet",aap1@frontiernet.net,(217) 835-2538,"Benld",IL,,,Shelter,""
"Bishop's Small Dog Rescue, Inc. NFP",bishopssmalldogrescue@hotmail.com,(815) 699-4010,"Wyanet",IL,,,Shelter,""
"Blackdog All Breed Dog Rescue",blackdogallbreedrescue@gmail.com,(773) 850-2364,"Glenview",IL,,,Shelter,""
"Bombshell Bullies Pit Bull Rescue",bombshellbullies@hotmail.com,(847) 212-3447,"Vernon Hills",IL,,,Shelter,""
"Bond County Humane Society",bchs4pets@sbcglobal.net,(618) 664-4068,"Greenville",IL,,,Shelter,""
"Bow Wow Revolution",bowwowrevolution@gmail.com,,"Evergreen Park",IL,,,Shelter,""
"Bunnies United Network",bunniesunitednetwork@gmail.com,,"Naperville",IL,,,Shelter,""
"Cache Creek Animal Rescue",cachecreekanimalrescue@yahoo.com,(815) 469-1044,"Frankfort",IL,,,Shelter,""
"Cairn Rescue USA- Central and Midwest",info@cairnrescueusa.com,,"Chicago",IL,,,Shelter,""
"CARF: The Critical Animal Relief Foundation",carfadoptions@gmail.com,(773) 916-7297,"Chicago",IL,,,Shelter,""
"Carroll County Animal Control",cacoanco@yahoo.com,(815) 244-9705,"Mount Carroll",IL,,,Shelter,""
"Castaway Pet Rescue",castawayrocks@hotmail.com,(224) 637-0058,"Crystal Lake",IL,,,Shelter,""
"Cat Guardians, Inc.",catguardians@gmail.com,(630) 543-3395,"Lombard",IL,,,Shelter,""
"CatNap from the Heart Inc.",catnapqueen@yahoo.com,(708) 352-3914,"LaGrange Park",IL,,,Shelter,""
"CATsNAP",catsnap@catsnap.org,(217) 689-0770,"Savoy",IL,,,Shelter,""
"Cause For Paws",causeforpawsrescue@gmail.com,,"Byron",IL,,,Shelter,""
"Central Illinois Sheltie Rescue",info@illinoissheltierescue.com,,"Bloomington",IL,,,Shelter,""
"Central Illinois Small Animal Rescue",cisarshelter@yahoo.com,(309) 724-8241,"Colfax",IL,,,Shelter,""
"Centralia Humane Society",hannagarrison10@gmail.com,(618) 532-0489,"Centralia",IL,,,Shelter,""
"Chi-Town Pitties, Inc",info.chitownpitties@gmail.com,(630) 551-8696,"Wheaton",IL,,,Shelter,""
"Chicago Animal Advocates",chicagoanimaladvocates@gmail.com,(630) 635-5517,"Hoffman Estates",IL,,,Shelter,""
"Chicago Animal Care and Control",caccadoptables@gmail.com,(312) 747-1406,"Chicago",IL,,,Shelter,""
"Chicago Canine Rescue",info@chicagocaninerescue.com,(773) 697-8848,"Chicago",IL,,,Shelter,""
"Chicago Cat Rescue",cindy@chicagocatrescue.org,(773) 203-0215,"Chicago",IL,,,Shelter,""
"Chicago French Bulldog Rescue, Inc.",mary@frenchieporvous.org,(773) 931-4860,"Sandwich",IL,,,Shelter,""
"Chicago Pet Rescue",followup@chicagopetrescue.org,,"Chicago",IL,,,Shelter,""
"Chicagoland Animal Rescue NFP",info@chicagolandanimalrescue.org,,"Northlake",IL,,,Shelter,""
"Chicagoland Bully Breed Rescue",info@cbbr.info,(773) 418-3286,"Chicago",IL,,,Shelter,""
"Chicagoland Dog Rescue",info@chicagolanddogrescue.org,(847) 259-6458,"Schaumburg",IL,,,Shelter,""
"Chicagoland Eskie Rescue",chicagolandeskierescue@live.com,(312) 399-2056,"Elmhurst",IL,,,Shelter,""
"Chicagoland Eskie Rescue's Buddies",cerbuddies@live.com,(630) 835-1144,"Naperville",IL,,,Shelter,""
"Chicagoland Lab Rescue",madeleine.mcafee@gmail.com,(951) 262-3446,"Highland Park",IL,,,Shelter,""
"Chicagoland Old English Sheepdog Club Rescue",midsomer@sbcglobal.net,(847) 464-4531,"Elgin",IL,,,Shelter,""
"City of Salem Animal Control",animalcontrol@salemilpolice.org,(618) 822-6696,"Kell",IL,,,Shelter,""
"Clay County Animal Shelter",admin@claycountyshelter.com,(618) 665-3005,"Louisville",IL,,,Shelter,""
"Clinton County Animal Control",ccanimalcontrol@clintonco.illinois.gov,(618) 594-4483,"Carlyle",IL,,,Shelter,""
"Clinton County Humane Society",ccilhs@ccilhs.org,(618) 526-4500,"Breese",IL,,,Shelter,""
"Come Bye Border Collie Rescue",comebyebcr@hotmail.com,(618) 532-7289,"Highland",IL,,,Shelter,""
"Community Animal Rescue Effort - C.A.R.E.",adoptions@carenorthshore.org,(847) 705-2653,"Skokie",IL,,,Shelter,""
"County Line Pet Hospital",countylinepet@gmail.com,(708) 754-2351,"Steger",IL,,,Shelter,""
"Crawford County Humane Society",cchs62454@yahoo.com,(618) 544-8698,"Robinson",IL,,,Shelter,""
"Crème de la Crème Animal Foundation",cdlcanimals@yahoo.com,(847) 513-3374,"Algonquin",IL,,,Shelter,""
"Critter Camp Exotic Pet Sanctuary",info@crittercamp.biz,(815) 266-1342,"German Valley",IL,,,Shelter,""
"Dachshund Rescue of St. Louis",fischkd@charter.net,(618) 444-2117,"Highland",IL,,,Shelter,""
"DELTA Small Dog Rescue",page.medley@yahoo.com,(309) 525-4011,"Kewanee",IL,,,Shelter,""
"Doberman & Rottweiler Rescue",rotsaver@aol.com,(217) 275-9243,"Paris",IL,,,Shelter,""
"Dogs Are Deserving",dogsaredeserving@gmail.com,(312) 428-6988,"Crete",IL,,,Shelter,""
"Dont Bully My Breed Inc.",info@savethepitbull.org,(312) 488-1300,"Peoria",IL,,,Shelter,""
"Douglas County Animal Control",animal.control@douglascountyil.com,(217) 253-4921,"Tuscola",IL,,,Shelter,""
"DuPage County Animal Control",animalcontrol@dupageco.org,,"Wheaton",IL,,,Shelter,""
"Edgar County Humane Association",info@echapet.org,(217) 494-5313,"Paris",IL,,,Shelter,""
"Effingham Animal Rescue Sanctuary",ears2urescue@gmail.com,(217) 254-0953,"Effingham",IL,,,Shelter,""
"Effingham Co. Humane Society",4paws@frontier.com,(217) 536-9001,"Effingham",IL,,,Shelter,""
"Effingham County Animal Control",animalcontrol@rocketmail.com,(217) 347-5695,"Effingham",IL,,,Shelter,""
"Elmwood-Grove Animal Hospital",adoptions@chicagovet.net,(708) 456-6700,"River Grove",IL,,,Shelter,""
"EPIC Rescue",epic_save@icloud.com,,"Yates City",IL,,,Shelter,""
"ePITome Dog Rescue",epitomerescue@gmail.com,(309) 331-4456,"Macomb",IL,,,Shelter,""
"Evanston Animal Shelter",easadoptions@gmail.com,(847) 866-5082,"Evanston",IL,,,Shelter,""
"Eye on the Sparrow",joysparrows@gmail.com,(630) 244-2653,"Yorkville",IL,,,Shelter,""
"Fat Cat Rescue, Inc.",fatcatrescueinc@gmail.com,(708) 305-5049,"North Chicago",IL,,,Shelter,""
"Feline Friends Chicago",felinefriendsorg@gmail.com,,"Chicago",IL,,,Shelter,""
"Feral Fixers, NFP",gotfriendlies@feralfixers.org,(630) 881-7459,"Lombard",IL,,,Shelter,""
"Fetching Tails Foundation",ericaftf@gmail.com,,"Itasca",IL,,,Shelter,""
"Finding Forever Homes",la300k@gmail.com,(630) 280-6628,"Streamwood",IL,,,Shelter,""
"Forever Friends Great Dane Rescue",foreverfriendsgdri@gmail.com,(317) 759-3647,"Morris",IL,,,Shelter,""
"Forever Husky - IL",questions@foreverhusky.org,(815) 893-9755,"Crystal Lake",IL,,,Shelter,""
"Forget Me Not Animal Rescue",info@forgetmenotrescue.com,(815) 935-9503,"Manhattan",IL,,,Shelter,""
"Fortunate Pooches & Lab Rescue",adoptpf@fortunatelabrescue.org,(773) 318-2239,"Palatine",IL,,,Shelter,""
"Foster 2 Home, Inc.",infofoster2home@gmail.com,(224) 400-9948,"Arlington Heights",IL,,,Shelter,""
"Foster Pet Outreach",fpo_mail@fosterpetoutreach.org,(309) 682-1122,"Edwards",IL,,,Shelter,""
"Found A Hound Rescue",foundahoundrescue@gmail.com,,"Godfrey",IL,,,Shelter,""
"Four Paws Sake, Inc.",fourpawssake1@yahoo.com,(618) 973-7547,"Maryville",IL,,,Shelter,""
"Free Spirit Siberian Rescue",freespiritsiberianrescue@gmail.com,,"Harvard",IL,,,Shelter,""
"Friendly & Feral Cat Rescue",mintzoinkoink@aol.com,(847) 394-0260,"Mount Prospect",IL,,,Shelter,""
"Friends Forever Humane Society",petsrus966@hotmail.com,(815) 232-6164,"Freeport",IL,,,Shelter,""
"Friends of Chicago Animal Care & Control",kbwilson60612@yahoo.com,,"Chicago",IL,,,Shelter,""
"Friends of Petraits",petraits@interaccess.com,(773) 777-2891,"Chicago",IL,,,Shelter,""
"Friends of Strays",fos3@frontier.com,(815) 872-7387,"Princeton",IL,,,Shelter,""
"Fur Angels Animal Sanctuary",furangelsanimalsanctuary@gmail.com,(630) 518-2542,"Aurora",IL,,,Shelter,""
"Fur Keeps Animal Rescue Inc.",furkeepsrescue@gmail.com,(847) 381-8458,"Barrington Hills",IL,,,Shelter,""
"Furever Rescue",shannon@fureverrescue.com,(773) 414-1356,"Chicago",IL,,,Shelter,""
"FURRever Friends and Kitten Care Rescue",furreverfriendsrescue@gmail.com,(224) 735-7403,"Arlington Heights",IL,,,Shelter,""
"Furrylovables Chinchilla Rescue",stacewolcott@gmail.com,(815) 476-2641,"Wilmington",IL,,,Shelter,""
"Gateway 4 Paws",gateway4paws@gmail.com,,"Fairview Heights",IL,,,Shelter,""
"Genesis Animal Rescue",info@genesisanimalrescue.org,(800) 688-7934,"Mattoon",IL,,,Shelter,""
"German Shepherd Rescue Inc.",gsrescue1@comcast.net,,"Chicago",IL,,,Shelter,""
"Ginny's Res-q Shelter",ginresq02@yahoo.com,(618) 643-3874,"McLeansboro",IL,,,Shelter,""
"Glory Bound Rescue Farm",gloryboundanimalrescue@gmail.com,,"Marengo",IL,,,Shelter,""
"Gordon Highlander Rescue Program",khubbard@niu.edu,(815) 757-5604,"DeKalb",IL,,,Shelter,""
"Grafelman Farms Rescue NFP",adoptions@grafelmanfarmsrescue.com,(309) 267-3299,"Hanna City",IL,,,Shelter,""
"Grahamville Rescue & Sanctuary",digsk9@gmail.com,,"Joliet",IL,,,Shelter,""
"Granny Rose Animal Shelter (formerly Tri- County Animal Protection League)",grannyroseanimalshelter@hotmail.com,(815) 288-7387,"Dixon",IL,,,Shelter,""
"Grayville Dog Pound",elizabethcuster@att.net,,"Grayville",IL,,,Shelter,""
"Great Lakes Bengal Rescue",a4katpal@yahoo.com,(502) 494-8669,"Great Lakes",IL,,,Shelter,""
"Great Pyrenees Rescue of Central Illinois",gprci.info@gmail.com,(309) 827-6143,"Bloomington",IL,,,Shelter,""
"Greater Chicago Ferret Association",info@gcfa.com,(708) 442-8650,"Lyons",IL,,,Shelter,""
"Green Pup Shelter",misty@greenpupshelter.org,(847) 946-1735,"Lake Zurich",IL,,,Shelter,""
"Greyhounds Only, Inc. Adoption and Rescue",adoption@greyhoundsonly.com,(847) 421-9828,"Carol Stream",IL,,,Shelter,""
"Guardian Angels Humane Society",saveapet1@comcast.net,(309) 351-3512,"Galesburg",IL,,,Shelter,""
"Gunners Run Rescue",gunrun01@yahoo.com,(618) 282-4374,"Ruma",IL,,,Shelter,""
"H.A.P.P.E. Parrots Rescue",wingnutz2@aol.com,(630) 759-7363,"Bolingbrook",IL,,,Shelter,""
"Half-Way Home Animal Rescue",info@hwhanimalrescue.com,,"Orland Park",IL,,,Shelter,""
"Happy Tails Animal Sanctuary",happytailsanimalsanctuary@gmail.com,(815) 345-4646,"Woodstock",IL,,,Shelter,""
"Happy Tails Animal Shelter",happytailsadoptioncenter@yahoo.com,(815) 626-2994,"Rock Falls",IL,,,Shelter,""
